TowerID,Location,Operator,Band,Traffic,Uptime,Faults,Faults_Class,Uptime_Class,Traffic_per_Fault,Downtime,Fault_Severity_Index,Log_Traffic,Log_Downtime,Log_Traffic_per_Fault,Uptime_Traffic,Traffic_per_Downtime,Traffic_Squared,Uptime_Squared,Traffic_Bin,Uptime_Bin
2342,South,Operator3,1800 MHz,81.9,103.68,0,Low,High Uptime,81.9,-3.680000000000007,-1.8400000000000036,4.417635062141249,,4.417635062141249,8491.392000000002,-22.255434782608656,6707.610000000001,10749.542400000002,Low,
2343,East,Operator2,2500 MHz,100.7,92.59,1,Low,Low Uptime,100.7,7.409999999999997,4.204999999999998,4.622027303054514,2.129421473984856,4.622027303054514,9323.813,13.589743589743597,10140.49,8572.9081,High,Medium
2344,Central,Operator3,2300 MHz,115.94,93.99,2,High,Low Uptime,57.97,6.010000000000005,4.005000000000003,4.761660982747524,1.9473377010464994,4.077028840012413,10897.200599999998,19.291181364392664,13442.0836,8834.120099999998,Very High,Medium
2345,West,Operator2,800 MHz,112.53,94.2,0,Low,Low Uptime,112.53,5.799999999999997,2.8999999999999986,4.732067119176442,1.9169226121820606,4.732067119176442,10600.326000000001,19.401724137931044,12663.000900000001,8873.640000000001,High,Medium
2346,Central,Operator1,2300 MHz,53.98,100.29,2,High,High Uptime,26.99,-0.2900000000000062,0.8549999999999969,4.0069694827371,-0.34249030894678467,3.331847303527362,5413.6542,-186.13793103447878,2913.8403999999996,10058.084100000002,Low,
2347,West,Operator2,1800 MHz,98.63,98.64,5,High,High Uptime,19.726,1.3599999999999994,3.18,4.601463324056764,0.8586616190375185,3.0313889507620253,9728.8632,72.52205882352943,9727.8769,9729.8496,Medium,High
2348,East,Operator3,2500 MHz,88.74,93.41,1,Low,Low Uptime,88.74,6.590000000000003,3.7950000000000017,4.496916600547837,2.026831591407539,4.496916600547837,8289.203399999999,13.465857359635804,7874.787599999999,8725.4281,Medium,Medium
2349,South,Operator2,800 MHz,89.1,100.68,1,Low,High Uptime,89.1,-0.6800000000000068,0.1599999999999966,4.500920164614292,-1.1394342831883861,4.500920164614292,8970.588,-131.02941176470455,7938.809999999999,10136.462400000002,Medium,
2350,East,Operator2,800 MHz,102.41,91.52,4,High,Low Uptime,25.6025,8.480000000000004,6.240000000000002,4.638701669196884,2.249184316266931,3.281005196333749,9372.563199999999,12.07665094339622,10487.8081,8375.910399999999,High,Medium
2351,South,Operator3,2500 MHz,110.68,99.07,3,High,High Uptime,36.89333333333334,0.9300000000000068,1.9650000000000036,4.715637639014062,0.6575200029167977,3.6347751951207354,10965.0676,119.01075268817118,12250.0624,9814.864899999999,High,High
2352,North,Operator3,2100 MHz,76.67,102.3,2,High,High Uptime,38.335,-2.299999999999997,-0.1499999999999985,4.352469082431556,,3.6721147077812057,7843.341,-33.3347826086957,5878.2889000000005,10465.289999999999,Low,
2353,Central,Operator3,800 MHz,82.83,83.75,0,Low,Low Uptime,82.83,16.25,8.125,4.428790938649766,2.847812143477369,4.428790938649766,6937.0125,5.0972307692307695,6860.8089,7014.0625,Low,Low
2354,Central,Operator3,2500 MHz,68.7,89.01,2,High,Low Uptime,34.35,10.989999999999997,6.494999999999997,4.244200317766478,2.4840729690394223,3.565298392342582,6114.987000000001,6.251137397634215,4719.6900000000005,7922.780100000001,Low,Low
2355,North,Operator2,800 MHz,120.41,94.4,2,High,Low Uptime,60.205,5.599999999999994,3.799999999999997,4.799173247555884,1.8870696490323788,4.114228885527476,11366.704,21.501785714285734,14498.568099999999,8911.36,Very High,Medium
2356,Central,Operator2,2500 MHz,98.78,91.53,1,Low,Low Uptime,98.78,8.469999999999999,4.734999999999999,4.6029677624328915,2.248128907197987,4.6029677624328915,9041.3334,11.662337662337665,9757.4884,8377.7409,Medium,Medium
2357,West,Operator2,1800 MHz,75.66,102.45,1,Low,High Uptime,75.66,-2.450000000000003,-0.7250000000000014,4.339380059952409,,4.339380059952409,7751.367,-30.88163265306119,5724.4356,10496.0025,Low,
2358,Central,Operator1,2300 MHz,103.2,100.66,3,High,High Uptime,34.4,-0.6599999999999966,1.1700000000000017,4.646312129319266,-1.07880966137192,3.5667118201397288,10388.112,-156.36363636363717,10650.24,10132.435599999999,High,
2359,West,Operator1,800 MHz,88.69,100.26,1,Low,High Uptime,88.69,-0.2600000000000051,0.3699999999999974,4.496359280129911,-0.3011050927839285,4.496359280129911,8892.0594,-341.1153846153779,7865.9160999999995,10052.0676,Medium,
2360,Central,Operator1,800 MHz,83.71,91.74,3,High,Low Uptime,27.90333333333333,8.260000000000005,5.630000000000003,4.4392336584434595,2.2257040486580886,3.363956928720959,7679.555399999999,10.13438256658595,7007.364099999999,8416.227599999998,Low,Medium
2361,Central,Operator2,2500 MHz,103.91,96.82,5,High,High Uptime,20.782,3.180000000000007,4.090000000000003,4.653102839743394,1.4303112465366665,3.0810839406534947,10060.5662,32.67610062893075,10797.2881,9374.112399999998,High,High
2362,West,Operator1,2500 MHz,120.68,97.8,0,Low,High Uptime,120.68,2.200000000000003,1.1000000000000014,4.801394647951037,1.1631508098056818,4.801394647951037,11802.504,54.85454545454539,14563.662400000001,9564.84,Very High,High
2363,Central,Operator3,800 MHz,116.25,87.45,3,High,Low Uptime,38.75,12.549999999999995,7.774999999999999,4.764308407326388,2.6063865473257093,3.6826098411003407,10166.0625,9.262948207171318,13514.0625,7647.5025000000005,Very High,Low
2364,East,Operator2,2300 MHz,87.89,92.9,0,Low,Low Uptime,87.89,7.099999999999994,3.549999999999997,4.487399650253583,2.0918640616783923,4.487399650253583,8164.981000000001,12.37887323943663,7724.6521,8630.410000000002,Medium,Medium
2365,South,Operator2,2100 MHz,103.42,103.4,0,Low,High Uptime,103.42,-3.4000000000000057,-1.7000000000000028,4.648421227982406,,4.648421227982406,10693.628,-30.41764705882348,10695.6964,10691.560000000001,High,
2366,East,Operator3,2300 MHz,78.17,86.53,0,Low,Low Uptime,78.17,13.47,6.734999999999999,4.3715974391833425,2.6720775406433925,4.3715974391833425,6764.0501,5.803266518188567,6110.548900000001,7487.4409000000005,Low,Low
2367,North,Operator3,800 MHz,117.33,91.39,1,Low,Low Uptime,117.33,8.61,4.805,4.773477331396467,2.262804222982201,4.773477331396467,10722.7887,13.627177700348433,13766.3289,8352.1321,Very High,Medium
2368,South,Operator2,2500 MHz,124.24,89.22,1,Low,Low Uptime,124.24,10.78,5.890000000000001,4.830231896458205,2.4664031782234406,4.830231896458205,11084.692799999999,11.52504638218924,15435.577599999999,7960.2083999999995,Very High,Low
2369,East,Operator2,2100 MHz,111.25,92.81,1,Low,Low Uptime,111.25,7.189999999999998,4.094999999999999,4.720728526622364,2.1029138978649775,4.720728526622364,10325.112500000001,15.472878998609184,12376.5625,8613.696100000001,High,Medium
2370,East,Operator3,1800 MHz,95.52,97.93,2,High,High Uptime,47.76,2.069999999999993,2.0349999999999966,4.5697502407568305,1.1216775615991035,3.8869103046130706,9354.2736,46.14492753623203,9124.070399999999,9590.2849,Medium,High
2371,South,Operator2,2100 MHz,114.98,99.89,1,Low,High Uptime,114.98,0.1099999999999994,0.5549999999999997,4.7534177624482945,0.10436001532424223,4.7534177624482945,11485.352200000001,1045.272727272733,13220.4004,9978.0121,Very High,High
2372,North,Operator3,2500 MHz,79.58,93.41,5,High,Low Uptime,15.916,6.590000000000003,5.795000000000002,4.389250479763201,2.026831591407539,2.8282599196102423,7433.5678,12.075872534142635,6332.9764,8725.4281,Low,Medium
2373,Central,Operator2,2300 MHz,108.84,94.69,2,High,Low Uptime,54.42,5.310000000000002,3.655000000000001,4.699024761459715,1.842135676553122,4.014940539434832,10306.0596,20.49717514124293,11846.145600000002,8966.1961,High,Medium
2374,South,Operator2,1800 MHz,109.1,95.21,0,Low,High Uptime,109.1,4.790000000000006,2.395000000000003,4.701389043728634,1.756132291584905,4.701389043728634,10387.410999999998,22.77661795407095,11902.81,9064.944099999999,High,High
2375,North,Operator3,1800 MHz,89.2,98.31,3,High,High Uptime,29.73333333333333,1.6899999999999975,2.344999999999999,4.502029427068578,0.9895411936137468,3.425347841894438,8769.252,52.78106508875748,7956.64,9664.8561,Medium,High
2376,West,Operator1,2500 MHz,94.29,95.73,1,Low,High Uptime,94.29,4.269999999999996,2.634999999999998,4.556924873360097,1.6620303625532702,4.556924873360097,9026.381700000002,22.081967213114776,8890.6041,9164.2329,Medium,High
2377,Central,Operator2,2500 MHz,72.8,92.42,4,High,Low Uptime,18.2,7.579999999999998,5.789999999999999,4.301358731606427,2.1494339134998706,2.9549102790337356,6728.1759999999995,9.604221635883906,5299.839999999999,8541.456400000001,Low,Medium
2378,North,Operator2,1800 MHz,106.77,92.05,3,High,Low Uptime,35.59,7.950000000000003,5.475000000000001,4.6799993266087405,2.191653532286764,3.5997749790311153,9828.1785,13.430188679245278,11399.8329,8473.2025,High,Medium
2379,South,Operator2,2100 MHz,93.82,101.05,1,Low,High Uptime,93.82,-1.0499999999999972,-0.0249999999999985,4.551980357473972,,4.551980357473972,9480.510999999999,-89.35238095238118,8802.192399999998,10211.102499999999,Medium,
2380,North,Operator1,2100 MHz,120.84,89.43,3,High,Low Uptime,40.28,10.569999999999991,6.784999999999997,4.8027087085869065,2.4484155412055846,3.720378121173307,10806.721200000002,11.432355723746461,14602.305600000002,7997.724900000001,Very High,Low
2381,Central,Operator3,1800 MHz,115.5,100.23,0,Low,High Uptime,115.5,-0.2300000000000039,-0.1150000000000019,4.757891273005755,-0.26136476413441256,4.757891273005755,11576.565,-502.1739130434698,13340.25,10046.0529,Very High,
2382,East,Operator2,2500 MHz,104.76,81.73,1,Low,Low Uptime,104.76,18.27,9.634999999999998,4.661172376103376,2.958549482426275,4.661172376103376,8562.034800000001,5.733990147783252,10974.6576,6679.7929,High,Low
2383,North,Operator1,800 MHz,105.54,97.3,3,High,High Uptime,35.18,2.700000000000003,2.8500000000000014,4.668520501488853,1.3083328196501796,3.588506479967149,10269.042,39.08888888888885,11138.691600000002,9467.289999999999,High,High
2384,East,Operator2,2300 MHz,89.04,92.98,1,Low,Low Uptime,89.04,7.019999999999996,4.009999999999998,4.500254016038531,2.0819384218784225,4.500254016038531,8278.9392,12.683760683760692,7928.121600000001,8645.280400000001,Medium,Medium
2385,North,Operator1,2500 MHz,81.13,100.17,3,High,High Uptime,27.043333333333333,-0.1700000000000017,1.4149999999999991,4.408303357752101,-0.1863295781914955,3.3337509328946124,8126.7921,-477.23529411764224,6582.076899999999,10034.028900000001,Low,
2386,West,Operator1,2300 MHz,109.31,101.14,0,Low,High Uptime,109.31,-1.1400000000000006,-0.5700000000000003,4.7032945839812905,,4.7032945839812905,11055.6134,-95.88596491228066,11948.6761,10229.2996,High,
2387,South,Operator3,2300 MHz,81.68,92.52,2,High,Low Uptime,40.84,7.480000000000004,4.740000000000002,4.414977734813568,2.137710449803812,3.7338528197566676,7557.033600000001,10.91978609625668,6671.622400000001,8559.9504,Low,Medium
2388,East,Operator2,2500 MHz,59.09,104.52,1,Low,High Uptime,59.09,-4.519999999999996,-1.759999999999998,4.095843438345836,,4.095843438345836,6176.0868,-13.073008849557535,3491.6281000000004,10924.4304,Low,
2389,East,Operator2,1800 MHz,121.86,87.99,1,Low,Low Uptime,121.86,12.010000000000003,6.505000000000003,4.811045495735781,2.565718292524414,4.811045495735781,10722.4614,10.146544546211487,14849.8596,7742.240099999999,Very High,Low
2390,West,Operator3,2500 MHz,109.78,89.13,2,High,Low Uptime,54.89,10.870000000000005,6.435000000000002,4.707546252604958,2.474014208621577,4.023385473281607,9784.6914,10.099356025758965,12051.6484,7944.156899999999,High,Low
2391,North,Operator1,2100 MHz,113.49,92.98,4,High,Low Uptime,28.3725,7.019999999999996,5.509999999999998,4.740487482935721,2.0819384218784225,3.3800588624595904,10552.3002,16.166666666666675,12879.980099999999,8645.280400000001,Very High,Medium
2392,North,Operator1,2100 MHz,96.91,88.95,2,High,Low Uptime,48.455,11.049999999999995,6.524999999999999,4.5840486893659795,2.4890646599366635,3.901063165191804,8620.1445,8.770135746606337,9391.5481,7912.102500000001,Medium,Low
2393,Central,Operator1,2500 MHz,61.84,96.46,2,High,High Uptime,30.92,3.5400000000000063,2.770000000000003,4.14059181338742,1.5129270120532579,3.463232772581608,5965.0864,17.468926553672286,3824.1856000000002,9304.531599999998,Low,High
2394,Central,Operator3,2300 MHz,96.22,99.76,4,High,High Uptime,24.055,0.2399999999999948,2.119999999999997,4.576976451617309,0.2151113796169413,3.2210734084116877,9598.9072,400.9166666666753,9258.2884,9952.057600000002,Medium,High
2395,South,Operator2,1800 MHz,101.11,96.49,1,Low,High Uptime,101.11,3.510000000000005,2.2550000000000026,4.6260506635674465,1.5062971535145881,4.6260506635674465,9756.1039,28.806267806267766,10223.2321,9310.320099999999,High,High
2396,South,Operator1,2300 MHz,105.37,102.27,1,Low,High Uptime,105.37,-2.269999999999996,-0.634999999999998,4.666923582263573,,4.666923582263573,10776.1899,-46.41850220264325,11102.8369,10459.1529,High,
2397,North,Operator1,2500 MHz,82.87,99.25,2,High,High Uptime,41.435,0.75,1.375,4.42926798099632,0.5596157879354227,3.74797349342164,8224.8475,110.49333333333334,6867.436900000001,9850.5625,Low,High
2398,South,Operator2,800 MHz,134.93,91.33,3,High,Low Uptime,44.97666666666667,8.670000000000002,5.835000000000001,4.912140047347156,2.2690283094652033,3.8281340214193187,12323.1569,15.562860438292962,18206.104900000002,8341.1689,Very High,Medium
2399,North,Operator2,2500 MHz,164.27,92.6,1,Low,Low Uptime,164.27,7.400000000000006,4.200000000000003,5.107580500152735,2.1282317058492684,5.107580500152735,15211.402,22.198648648648632,26984.632900000004,8574.759999999998,Very High,Medium
2400,East,Operator2,2300 MHz,43.53,92.47,2,High,Low Uptime,21.765,7.530000000000001,4.765000000000001,3.796163119333611,2.143589361503588,3.1252242687867455,4025.2191000000003,5.780876494023904,1894.8609000000001,8550.7009,Low,Medium
2401,Central,Operator1,1800 MHz,89.82,98.49,0,Low,High Uptime,89.82,1.5100000000000051,0.7550000000000026,4.508879525669805,0.9202827531436946,4.508879525669805,8846.371799999999,59.483443708609066,8067.632399999999,9700.280099999998,Medium,High
2402,Central,Operator2,2500 MHz,118.44,98.64,1,Low,High Uptime,118.44,1.3599999999999994,1.1799999999999995,4.782814153230935,0.8586616190375185,4.782814153230935,11682.9216,87.08823529411768,14028.033599999999,9729.8496,Very High,High
2403,North,Operator1,2100 MHz,77.89,94.72,3,High,Low Uptime,25.96333333333333,5.280000000000001,4.140000000000001,4.368054477106998,1.8373699804801074,3.294477918361751,7377.7408,14.751893939393936,6066.8521,8971.8784,Low,Medium
2404,North,Operator3,2500 MHz,62.01,88.45,3,High,Low Uptime,20.67,11.549999999999995,7.274999999999999,4.143293443953964,2.5297206655777926,3.075928815548268,5484.7845,5.3688311688311705,3845.2400999999995,7823.4025,Low,Low
2405,East,Operator2,2500 MHz,109.73,92.42,0,Low,Low Uptime,109.73,7.579999999999998,3.789999999999999,4.707094805710017,2.1494339134998706,4.707094805710017,10141.2466,14.476253298153038,12040.672900000001,8541.456400000001,High,Medium
2406,South,Operator1,2300 MHz,76.53,98.56,0,Low,High Uptime,76.53,1.4399999999999975,0.7199999999999989,4.350664958230867,0.8919980393051095,4.350664958230867,7542.7968,53.14583333333343,5856.8409,9714.0736,Low,High
2407,South,Operator2,1800 MHz,66.75,93.79,1,Low,Low Uptime,66.75,6.209999999999994,3.604999999999997,4.21582445975981,1.9754689512968568,4.21582445975981,6260.4825,10.748792270531412,4455.5625,8796.564100000001,Low,Medium
2408,East,Operator1,1800 MHz,82.26,95.72,5,High,High Uptime,16.452,4.280000000000001,4.640000000000001,4.421968241766829,1.6639260977181702,2.859454255261363,7873.9272,19.219626168224295,6766.707600000001,9162.3184,Low,High
2409,North,Operator2,800 MHz,112.01,91.39,0,Low,Low Uptime,112.01,8.61,4.305,4.727476310372059,2.262804222982201,4.727476310372059,10236.5939,13.009291521486645,12546.2401,8352.1321,High,Medium
2410,South,Operator3,2300 MHz,131.58,97.3,2,High,High Uptime,65.79,2.700000000000003,2.3500000000000014,4.887186236813245,1.3083328196501796,4.201553368737544,12802.734,48.733333333333285,17313.296400000003,9467.289999999999,Very High,High
2411,East,Operator3,2300 MHz,87.16,93.85,3,High,Low Uptime,29.05333333333333,6.150000000000006,4.575000000000003,4.479153345404604,1.967112356705917,3.402973581063411,8179.965999999999,14.172357723577223,7596.865599999999,8807.822499999998,Medium,Medium
2412,West,Operator3,1800 MHz,126.21,91.01,1,Low,Low Uptime,126.21,8.989999999999995,4.994999999999997,4.845839264168119,2.3015845926604617,4.845839264168119,11486.3721,14.038932146829818,15928.9641,8282.8201,Very High,Medium
2413,Central,Operator3,1800 MHz,70.2,90.32,4,High,Low Uptime,17.55,9.680000000000009,6.840000000000003,4.26549281841793,2.3683728335320495,2.920469789053444,6340.464,7.2520661157024735,4928.04,8157.702399999999,Low,Medium
2414,North,Operator3,1800 MHz,98.62,96.62,2,High,High Uptime,49.31,3.3799999999999955,2.6899999999999977,4.601362947645137,1.4770487243883537,3.918203864503227,9528.664400000001,29.177514792899448,9725.904400000001,9335.424400000002,Medium,High
2415,West,Operator3,2300 MHz,81.52,94.07,1,Low,Low Uptime,81.52,5.930000000000007,3.4650000000000034,4.413040688203051,1.9358598132018128,4.413040688203051,7668.586399999999,13.747048903878566,6645.510399999999,8849.164899999998,Low,Medium
2416,North,Operator3,2100 MHz,125.49,106.7,2,High,High Uptime,62.745,-6.700000000000003,-2.3500000000000014,4.84016325365945,,4.154890749590085,13389.783,-18.72985074626865,15747.740099999999,11384.890000000001,Very High,
2417,East,Operator1,1800 MHz,88.38,104.05,1,Low,High Uptime,88.38,-4.049999999999997,-1.5249999999999986,4.492896943505305,,4.492896943505305,9195.938999999998,-21.822222222222237,7811.024399999999,10826.4025,Medium,
2418,North,Operator1,2100 MHz,92.22,96.76,1,Low,High Uptime,92.22,3.239999999999995,2.119999999999997,4.534962290944595,1.4445632692438652,4.534962290944595,8923.2072,28.462962962963008,8504.5284,9362.4976,Medium,High
2419,East,Operator2,1800 MHz,52.17,86.14,3,High,Low Uptime,17.39,13.86,8.43,3.973494327516247,2.6986730392896128,2.91180703861623,4493.9238000000005,3.7640692640692643,2721.7089,7420.0996000000005,Low,Low
2420,North,Operator1,2100 MHz,83.88,94.08,1,Low,Low Uptime,83.88,5.920000000000002,3.460000000000001,4.441238494305727,1.9344157696295783,4.441238494305727,7891.430399999999,14.168918918918914,7035.854399999999,8851.0464,Low,Medium
